X1,X2,X3,X4,X5,val-esp
2.38,-0.46,-3.47,-0.63,1.39,-3.3267457692
-0.36,1.92,-2.85,-1.57,-2.72,8.412346368000001
4.07,-1.61,0.66,1.1,-1.58,7.516471116000002
-4.97,-4.0,-1.24,-4.07,-0.08,-8.02643072
0.26,-4.15,2.94,2.7,3.89,-33.31824678000001
1.1,4.96,-3.82,-0.09,4.21,7.897003488
-4.66,-3.52,1.58,2.33,-3.33,-201.08784579840002
3.8,-4.39,-2.44,3.16,-1.67,-214.80357097599997
0.86,3.32,1.27,3.99,-1.97,-28.502265271200002
1.79,-1.12,2.94,4.13,-1.37,33.34947510720001
-2.14,-2.2,2.95,-3.86,3.92,-210.15118432000003
1.46,-3.68,-2.54,-3.83,-4.52,236.2498817792
2.38,-4.62,-2.69,2.84,-1.89,-158.76375308639996
-3.44,-4.59,-0.55,-0.64,1.08,6.002574336000001
3.11,1.05,0.09,-3.23,1.67,-1.5852990194999996
-2.3,-2.4,-4.22,-2.49,4.19,243.03280464
4.89,-2.95,1.89,0.18,2.59,-12.710567709
-2.47,2.23,-1.12,1.53,-0.84,-7.928491334400002
1.22,-3.02,1.25,3.15,0.52,-7.543809
3.87,1.23,2.4,-2.56,1.17,-34.217883648
3.7,1.81,-2.9,2.47,3.96,-189.96361956000004
0.82,3.33,3.13,2.07,-4.84,-85.62845942639998
-0.37,3.41,0.41,3.07,0.28,-0.4446685012
-0.13,-2.88,-1.29,2.51,-1.08,1.3092513408
-3.26,-1.05,0.74,0.91,4.99,11.502190518000003
4.81,1.65,4.08,-3.29,-1.94,206.67445999199998
1.81,2.71,2.08,0.53,1.85,10.003657144000002
-1.29,-4.71,4.08,-4.18,-2.06,213.4589076576
2.13,2.84,-1.58,-3.79,-1.32,-47.81544166079999
-2.38,-2.21,-1.16,3.8,1.95,-45.211136879999984
3.24,-4.47,-4.05,-0.1,-3.34,19.59088356
-4.28,1.27,4.72,4.91,0.46,-57.946713875200004
2.36,-3.14,-2.6,4.02,1.34,103.787691072
3.43,3.47,-3.69,-4.43,-3.53,-686.7970049871001
-1.83,-1.25,2.52,-4.29,-1.4,34.621587
-2.19,-1.37,-1.74,4.11,-2.51,53.8554270042
-3.9,-2.86,2.87,-1.26,-0.65,26.217811620000003
0.09,-2.67,4.12,1.54,4.46,-6.7999632623999995
3.51,-3.4,3.25,4.11,3.29,-524.45365245
2.23,4.62,-4.22,-4.54,-2.18,-430.3002872784
-2.62,0.92,-3.04,0.82,-2.97,-17.8456760064
-4.93,4.06,-3.71,1.31,-1.81,-176.07460913979997
4.71,1.59,1.96,-0.03,-3.52,1.5500225664
4.46,2.05,-0.41,-4.2,2.01,31.645934459999992
-0.94,4.77,1.3,4.75,2.79,-77.24802734999999
-0.52,-4.59,-2.88,-4.47,0.16,4.9162733568
-0.97,-0.24,-1.1,-4.46,-4.62,-5.276579616
2.71,2.61,3.25,0.62,-1.49,-21.235921785
4.07,1.93,2.99,0.5,-2.6,-30.532773700000003
-4.33,3.52,2.79,-1.1,-3.29,-153.89458761600002
-0.23,1.34,3.76,-2.97,3.96,13.629254918400003
-3.01,1.11,2.32,-0.34,-3.46,-9.1186904928
3.17,-3.78,-0.79,-3.12,1.19,-35.1463078512
3.84,-4.35,2.01,-1.92,-2.77,-178.56549273599992
0.39,-0.92,-0.31,0.05,-4.17,-0.023191038000000004
-1.12,-4.45,4.86,-2.7,3.7,-241.9801776000001
-2.28,-2.55,-0.77,2.31,-3.69,38.159625041999995
4.61,-0.2,4.07,2.07,-4.24,32.93529307200001
-2.12,3.82,4.88,2.88,-3.67,417.7126213632
1.13,0.4,-0.35,-0.57,4.45,0.4012742999999999
3.45,-2.16,-1.56,-3.33,0.99,-38.32453310400001
3.34,-0.38,-0.97,-1.35,4.72,-7.844722127999999
1.93,2.99,-4.21,-0.54,-3.49,-45.78569173620001
1.79,3.46,-3.92,-3.96,-1.9,-182.66863507200003
0.91,-1.23,2.05,1.63,4.34,-16.232211722999995
4.45,1.77,0.27,2.55,4.86,26.355635415000002
-4.48,-3.65,-3.48,-4.95,-2.67,-752.0844038399999
-4.28,0.66,-0.92,3.75,-1.77,-17.249641200000003
-1.66,0.9,-3.07,-1.16,0.01,-0.05320432799999999
1.2,1.56,-3.47,2.38,-4.32,66.787628544
-2.5,-4.37,1.6,-3.6,3.87,-243.53136000000003
1.9,4.82,-3.73,3.31,-4.5,508.8033693
-1.53,0.61,1.83,-3.63,4.61,28.581163607700006
3.59,-4.28,0.7,-4.78,-2.17,-111.563951464
-2.74,-1.98,-1.44,-1.33,1.35,14.026963104
4.57,-0.22,-3.05,-3.95,-0.09,1.0901300850000002
-0.12,-4.77,1.31,-2.95,-1.51,3.340180098
-2.94,-1.04,0.36,-4.75,2.3,-12.025540799999998
3.57,2.28,-4.22,1.99,3.71,-253.5960589848
-0.68,-3.17,1.47,4.57,-2.89,-41.850394143600006
-0.92,4.36,-2.07,-2.69,0.61,-13.6246946256
3.0,2.61,0.1,-1.54,-4.98,6.004983600000001
-1.31,-1.53,2.24,0.92,-0.14,-0.5782646016000003
0.84,4.32,-1.55,-2.18,-3.46,-42.425534592000005
0.29,-2.4,0.83,0.41,-3.16,0.7484422079999999
2.95,0.49,-4.34,1.32,2.08,-17.224439232
2.31,-2.15,3.45,-4.37,-0.73,-54.6605291925
1.03,4.29,3.91,0.53,4.79,43.8614169279
3.78,-4.96,4.84,-1.61,2.77,404.6918730624
-4.85,2.31,0.19,-3.76,4.22,33.77595328799999
-2.87,3.37,-1.21,-0.3,-4.14,14.535124757999998
-1.63,2.05,-3.2,2.03,2.65,57.52191759999998
4.17,2.35,1.99,-2.1,2.4,-98.2850652
-3.48,2.55,-2.94,0.49,3.29,42.05897967599999
2.16,3.56,1.96,2.56,2.74,105.71834327040001
-1.06,0.11,4.79,0.93,3.8,-1.973788476
3.98,-0.02,-1.2,-4.77,-2.9,1.32132816
0.04,4.22,3.32,4.13,0.17,0.3934680736
-0.46,-4.34,-4.55,3.91,1.94,-68.902891148
0.94,4.39,4.17,-0.79,-3.34,45.4048229892
